feature_index,feature_name,raw_column,source_role,question_id,question_text,question_type,option_label,applicable_categories,is_missing_sentinel,train_positive_count
217,answer__does_the_app_include_the_ability_or_requirement_to_make__638d2bc0__yes,answer__does_the_app_include_the_ability_or_requirement_to_make__638d2bc0,radio,does_the_app_include_the_ability_or_requirement_to_make__638d2bc0,Does the app include the ability or requirement to make any purchases related to the issuance or earning of these digital assets?,radio,Yes,All Other App Types,false,3
218,answer__does_the_app_include_the_ability_or_requirement_to_make__638d2bc0__inactive,answer__does_the_app_include_the_ability_or_requirement_to_make__638d2bc0,radio,does_the_app_include_the_ability_or_requirement_to_make__638d2bc0,Does the app include the ability or requirement to make any purchases related to the issuance or earning of these digital assets?,radio,__INACTIVE__,All Other App Types,true,382
219,answer__does_the_app_include_the_ability_or_requirement_to_make__638d2bc0__not_applicable,answer__does_the_app_include_the_ability_or_requirement_to_make__638d2bc0,radio,does_the_app_include_the_ability_or_requirement_to_make__638d2bc0,Does the app include the ability or requirement to make any purchases related to the issuance or earning of these digital assets?,radio,__NOT_APPLICABLE__,All Other App Types,true,416
220,answer__does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb__no,answer__does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb,radio,does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value from these bingo games?",radio,No,All Other App Types,false,4
221,answer__does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb__yes,answer__does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb,radio,does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value from these bingo games?",radio,Yes,All Other App Types,false,5
222,answer__does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb__inactive,answer__does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb,radio,does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value from these bingo games?",radio,__INACTIVE__,All Other App Types,true,385
223,answer__does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb__not_applicable,answer__does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb,radio,does_the_app_include_the_ability_or_requirement_to_wager_42ff0adb,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value from these bingo games?",radio,__NOT_APPLICABLE__,All Other App Types,true,416
224,answer__does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8__no,answer__does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8,radio,does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value?",radio,No,All Other App Types,false,6
225,answer__does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8__yes,answer__does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8,radio,does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value?",radio,Yes,All Other App Types,false,4
226,answer__does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8__inactive,answer__does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8,radio,does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value?",radio,__INACTIVE__,All Other App Types,true,384
227,answer__does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8__not_applicable,answer__does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8,radio,does_the_app_include_the_ability_or_requirement_to_wager_a234c2e8,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value?",radio,__NOT_APPLICABLE__,All Other App Types,true,416
228,answer__does_the_app_include_the_ability_or_requirement_to_wager_fdd45537__no,answer__does_the_app_include_the_ability_or_requirement_to_wager_fdd45537,radio,does_the_app_include_the_ability_or_requirement_to_wager_fdd45537,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value from these casino games, lotteries, or racetrack betting games?",radio,No,All Other App Types,false,4
229,answer__does_the_app_include_the_ability_or_requirement_to_wager_fdd45537__yes,answer__does_the_app_include_the_ability_or_requirement_to_wager_fdd45537,radio,does_the_app_include_the_ability_or_requirement_to_wager_fdd45537,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value from these casino games, lotteries, or racetrack betting games?",radio,Yes,All Other App Types,false,3
230,answer__does_the_app_include_the_ability_or_requirement_to_wager_fdd45537__inactive,answer__does_the_app_include_the_ability_or_requirement_to_wager_fdd45537,radio,does_the_app_include_the_ability_or_requirement_to_wager_fdd45537,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value from these casino games, lotteries, or racetrack betting games?",radio,__INACTIVE__,All Other App Types,true,387
231,answer__does_the_app_include_the_ability_or_requirement_to_wager_fdd45537__not_applicable,answer__does_the_app_include_the_ability_or_requirement_to_wager_fdd45537,radio,does_the_app_include_the_ability_or_requirement_to_wager_fdd45537,"Does the app include the ability or requirement to wager, purchase entrance fees, additional chances to win, or any other purchases potentially related to winning cash payouts or rewards of significant monetary value from these casino games, lotteries, or racetrack betting games?",radio,__NOT_APPLICABLE__,All Other App Types,true,416
232,answer__does_the_app_include_the_ability_to_block_users_or_user__e8935808__no,answer__does_the_app_include_the_ability_to_block_users_or_user__e8935808,radio,does_the_app_include_the_ability_to_block_users_or_user__e8935808,Does the app include the ability to block users or user-generated content?,radio,No,All Other App Types || Social or Communication,false,103
233,answer__does_the_app_include_the_ability_to_block_users_or_user__e8935808__yes,answer__does_the_app_include_the_ability_to_block_users_or_user__e8935808,radio,does_the_app_include_the_ability_to_block_users_or_user__e8935808,Does the app include the ability to block users or user-generated content?,radio,Yes,All Other App Types || Social or Communication,false,5
234,answer__does_the_app_include_the_ability_to_block_users_or_user__e8935808__inactive,answer__does_the_app_include_the_ability_to_block_users_or_user__e8935808,radio,does_the_app_include_the_ability_to_block_users_or_user__e8935808,Does the app include the ability to block users or user-generated content?,radio,__INACTIVE__,All Other App Types || Social or Communication,true,296
235,answer__does_the_app_include_the_ability_to_block_users_or_user__e8935808__not_applicable,answer__does_the_app_include_the_ability_to_block_users_or_user__e8935808,radio,does_the_app_include_the_ability_to_block_users_or_user__e8935808,Does the app include the ability to block users or user-generated content?,radio,__NOT_APPLICABLE__,All Other App Types || Social or Communication,true,406
236,answer__does_the_app_include_the_ability_to_report_users_or_user_04c5c153__no,answer__does_the_app_include_the_ability_to_report_users_or_user_04c5c153,radio,does_the_app_include_the_ability_to_report_users_or_user_04c5c153,Does the app include the ability to report users or user-generated content?,radio,No,All Other App Types || Social or Communication,false,103
237,answer__does_the_app_include_the_ability_to_report_users_or_user_04c5c153__yes,answer__does_the_app_include_the_ability_to_report_users_or_user_04c5c153,radio,does_the_app_include_the_ability_to_report_users_or_user_04c5c153,Does the app include the ability to report users or user-generated content?,radio,Yes,All Other App Types || Social or Communication,false,5
238,answer__does_the_app_include_the_ability_to_report_users_or_user_04c5c153__inactive,answer__does_the_app_include_the_ability_to_report_users_or_user_04c5c153,radio,does_the_app_include_the_ability_to_report_users_or_user_04c5c153,Does the app include the ability to report users or user-generated content?,radio,__INACTIVE__,All Other App Types || Social or Communication,true,296
239,answer__does_the_app_include_the_ability_to_report_users_or_user_04c5c153__not_applicable,answer__does_the_app_include_the_ability_to_report_users_or_user_04c5c153,radio,does_the_app_include_the_ability_to_report_users_or_user_04c5c153,Does the app include the ability to report users or user-generated content?,radio,__NOT_APPLICABLE__,All Other App Types || Social or Communication,true,406
240,answer__does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5__no,answer__does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5,radio,does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5,"Does the app natively allow users to interact or exchange content with other users through voice communication, text, or sharing images or audio?",radio,No,All Other App Types,false,296
241,answer__does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5__yes,answer__does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5,radio,does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5,"Does the app natively allow users to interact or exchange content with other users through voice communication, text, or sharing images or audio?",radio,Yes,All Other App Types,false,98
242,answer__does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5__inactive,answer__does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5,radio,does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5,"Does the app natively allow users to interact or exchange content with other users through voice communication, text, or sharing images or audio?",radio,__INACTIVE__,All Other App Types,true,0
243,answer__does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5__not_applicable,answer__does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5,radio,does_the_app_natively_allow_users_to_interact_or_exchang_0814bcf5,"Does the app natively allow users to interact or exchange content with other users through voice communication, text, or sharing images or audio?",radio,__NOT_APPLICABLE__,All Other App Types,true,416
244,answer__does_the_app_permit_the_public_sharing_of_nudity_54ca8431__no,answer__does_the_app_permit_the_public_sharing_of_nudity_54ca8431,radio,does_the_app_permit_the_public_sharing_of_nudity_54ca8431,Does the app permit the public sharing of nudity?,radio,No,All Other App Types || Social or Communication,false,92
245,answer__does_the_app_permit_the_public_sharing_of_nudity_54ca8431__yes,answer__does_the_app_permit_the_public_sharing_of_nudity_54ca8431,radio,does_the_app_permit_the_public_sharing_of_nudity_54ca8431,Does the app permit the public sharing of nudity?,radio,Yes,All Other App Types || Social or Communication,false,14
